GROUP_DATE,INCIDENT_DATETIME,INITIAL_SEVERITY_LEVEL_CODE
08/09/2018,4519,4.327284797521576
08/10/2016,4033,4.271014133399454
08/10/2017,4227,4.334752779749231
08/10/2018,4554,4.284145805884936
08/11/2016,4319,4.2475109979161845
08/11/2017,3979,4.337773309876853
08/11/2018,4031,4.34606797320764
08/12/2016,4286,4.192020531964536
08/12/2017,3905,4.273751600512164
08/12/2018,4222,4.247986736144008
08/13/2016,4475,4.137206703910614
08/13/2017,4009,4.304564729358942
08/13/2018,4213,4.320199382862568
08/14/2016,4295,4.152968568102445
08/14/2017,4167,4.363330933525318
08/14/2018,4160,4.342067307692307
08/15/2016,4363,4.242493696997479
08/15/2017,3894,4.3574730354391376
08/15/2018,4342,4.318286503915246
08/16/2016,4179,4.323283082077052
08/16/2017,4129,4.299830467425527
08/16/2018,4549,4.353704110793581
08/17/2016,4026,4.294336810730253
08/17/2017,4122,4.349587578845221
08/17/2018,4566,4.226456416995182
08/18/2016,4024,4.308151093439363
08/18/2017,4064,4.324064960629921
08/18/2018,4222,4.259829464708669
08/19/2016,4250,4.247294117647058
08/19/2017,4155,4.2539109506618535
08/19/2018,3914,4.2531936637710785
08/20/2016,4062,4.162235352043329
08/20/2017,3914,4.231987736331119
08/20/2018,4036,4.31788899900892
08/21/2016,3909,4.171143514965464
08/21/2017,4226,4.350212967345007
08/21/2018,4152,4.323940269749518
08/22/2016,3831,4.301487862176978
08/22/2017,4255,4.299647473560517
08/22/2018,4056,4.304240631163708
08/23/2016,3870,4.32015503875969
08/23/2017,3915,4.361430395913154
08/23/2018,4070,4.347665847665848
08/24/2016,3889,4.282077654924145
08/24/2017,3895,4.346084724005134
08/24/2018,4319,4.269738365362352
08/25/2016,3980,4.334170854271357
08/25/2017,4061,4.296724944594927
08/25/2018,4218,4.248221906116643
08/26/2016,4174,4.20723526593196
08/26/2017,3811,4.281815796378903
08/26/2018,4148,4.196962391513982
08/27/2016,3867,4.184122058443237
08/27/2017,3843,4.286494925839188
08/27/2018,4401,4.2969779595546465
08/28/2016,3812,4.226128016789087
08/28/2017,3816,4.290880503144654
08/28/2018,4552,4.2612038664323375
08/29/2016,4036,4.244053518334985
08/29/2017,3500,4.359428571428571
08/29/2018,4480,4.227008928571428
08/30/2016,3767,4.310326519777011
08/30/2017,3944,4.334685598377282
08/30/2018,4372,4.289798719121683
08/31/2016,3990,4.292731829573935
08/31/2017,3755,4.299334221038615
08/31/2018,4082,4.329495345418913
09/01/2016,3954,4.276934749620637
09/01/2017,3972,4.319234642497483
09/01/2018,4191,4.225483178239084
09/02/2016,4005,4.191011235955056
09/02/2017,3885,4.264607464607464
09/02/2018,4086,4.2452276064610865
09/03/2016,3850,4.178181818181818
09/03/2017,3578,4.275852431525992
09/03/2018,4546,4.252969643642763
09/04/2016,3689,4.159392789373814
09/04/2017,3966,4.275844679778114
09/04/2018,4603,4.2722137736258965
09/05/2016,3812,4.240818467995803
09/05/2017,4201,4.3037372054272796
09/05/2018,4363,4.281686912674765
09/06/2016,3845,4.267100130039012
09/06/2017,3789,4.344154130377408
09/06/2018,4500,4.314444444444445
09/07/2016,3954,4.267577137076378
09/07/2017,3947,4.281732961743096
09/07/2018,4333,4.323794138010617
09/08/2016,4169,4.221396018229791
09/08/2017,4015,4.34321295143213
09/08/2018,4003,4.257307019735198
09/09/2016,4330,4.237644341801386
09/09/2017,3913,4.252236135957066
09/09/2018,3591,4.25619604566973
09/10/2016,4257,4.19661733615222
09/10/2017,3678,4.241163675910821
09/10/2018,3888,4.261059670781893
09/11/2016,3896,4.208162217659138
09/11/2017,4110,4.319708029197081
09/11/2018,3955,4.313274336283186
